duration,mmr,result,server,timestamp,top1type,jg1type,mid1type,ad1type,sup1type,top2type,jg2type,mid2type,ad2type,sup2type
662,Challenger,1,eune,2020/11/10 19:10,刺客,鬥士續戰型,法師爆發型,射手技能型,輔助保牌型,法師爆發型,刺客,刺客,射手技能型,輔助保牌型
662,Challenger,1,eune,2020/11/8 19:02,法師坦克型,刺客,刺客,射手強化型,輔助保牌型,鬥士全能型,法師爆發型,法師控制型,射手技能型,輔助保牌型
662,Challenger,1,eune,2020/11/5 23:23,鬥士全能型,刺客,法師爆發型,射手強化型,輔助保牌型,坦克開戰型,坦克開戰型,法師爆發型,射手增益型,輔助保牌型
662,Challenger,1,eune,2020/11/5 01:00,鬥士續戰型,刺客,鬥士全能型,射手技能型,輔助開戰型,刺客,刺客,法師坦克型,射手強化型,輔助保牌型
694,Challenger,1,las,2020/11/24 09:19,鬥士爆發型,法師控制型,刺客,射手技能型,輔助保牌型,法師坦克型,法師爆發型,鬥士全能型,射手強化型,輔助保牌型
694,Challenger,1,las,2020/11/24 08:12,法師坦克型,坦克開戰型,射手技能型,法師站樁型,法師爆發型,射手增益型,鬥士續戰型,刺客,射手技能型,射手強化型
703,Challenger,1,na,2020/12/5 10:25,鬥士全能型,刺客,坦克開戰型,射手技能型,輔助保牌型,法師坦克型,鬥士續戰型,法師爆發型,射手增益型,輔助保牌型
703,Challenger,1,na,2020/12/5 09:57,鬥士爆發型,法師控制型,法師控制型,射手技能型,輔助開戰型,刺客,射手技能型,刺客,射手增益型,輔助開戰型
703,Challenger,1,na,2020/12/5 09:27,鬥士全能型,刺客,法師拉打型,射手技能型,輔助開戰型,鬥士全能型,射手技能型,射手技能型,射手技能型,法師坦克型
703,Challenger,1,na,2020/12/5 08:46,鬥士全能型,法師爆發型,坦克開戰型,射手增益型,法師爆發型,鬥士爆發型,射手技能型,法師坦克型,射手技能型,輔助開戰型
703,Challenger,1,na,2020/12/5 08:19,鬥士全能型,坦克開戰型,刺客,射手技能型,輔助開戰型,法師坦克型,法師站樁型,坦克開戰型,射手技能型,輔助開戰型
703,Challenger,1,na,2020/12/5 07:40,鬥士續戰型,射手增益型,刺客,射手增益型,輔助開戰型,鬥士爆發型,坦克開戰型,刺客,法師爆發型,輔助開戰型
703,Challenger,1,na,2020/12/5 07:01,鬥士全能型,射手技能型,刺客,射手增益型,坦克開戰型,鬥士爆發型,鬥士續戰型,法師站樁型,射手技能型,輔助開戰型
703,Challenger,1,na,2020/12/3 10:33,鬥士續戰型,法師控制型,射手技能型,鬥士全能型,坦克開戰型,鬥士爆發型,刺客,鬥士全能型,射手技能型,輔助保牌型
703,Challenger,1,na,2020/12/3 09:49,鬥士全能型,法師控制型,法師站樁型,射手技能型,坦克開戰型,鬥士爆發型,坦克開戰型,法師站樁型,射手技能型,輔助保牌型
717,Challenger,1,na,2020/11/25 07:01,鬥士全能型,刺客,法師坦克型,射手技能型,輔助開戰型,鬥士爆發型,射手技能型,法師站樁型,射手增益型,輔助保牌型
717,Challenger,1,na,2020/11/22 09:59,鬥士爆發型,鬥士續戰型,法師拉打型,射手強化型,輔助開戰型,鬥士爆發型,坦克開戰型,法師坦克型,射手技能型,法師爆發型
717,Challenger,1,na,2020/11/21 18:40,鬥士全能型,鬥士全能型,刺客,射手強化型,輔助保牌型,刺客,射手技能型,法師爆發型,射手技能型,坦克阻擋型
717,Challenger,1,na,2020/11/21 17:44,刺客,刺客,坦克開戰型,射手技能型,法師爆發型,法師坦克型,射手技能型,法師爆發型,射手強化型,輔助開戰型
717,Challenger,1,na,2020/11/20 20:46,法師爆發型,射手技能型,刺客,射手強化型,輔助開戰型,法師拉打型,鬥士爆發型,法師站樁型,射手技能型,法師爆發型
717,Challenger,1,na,2020/11/20 11:02,鬥士爆發型,法師爆發型,刺客,射手技能型,輔助開戰型,鬥士爆發型,法師控制型,坦克開戰型,射手技能型,輔助保牌型
717,Challenger,1,na,2020/11/20 08:54,鬥士爆發型,法師站樁型,刺客,法師控制型,鬥士爆發型,鬥士全能型,坦克開戰型,法師爆發型,射手技能型,輔助保牌型
717,Challenger,1,na,2020/11/18 14:00,鬥士續戰型,刺客,法師坦克型,射手技能型,輔助保牌型,鬥士全能型,刺客,刺客,法師坦克型,刺客
717,Challenger,1,na,2020/11/9 16:27,鬥士全能型,坦克開戰型,法師坦克型,射手增益型,坦克開戰型,射手強化型,鬥士續戰型,刺客,法師爆發型,鬥士爆發型
718,Grandmaster,1,oce,2020/11/9 20:27,鬥士全能型,法師爆發型,法師坦克型,射手增益型,輔助保牌型,鬥士全能型,刺客,法師爆發型,射手技能型,坦克開戰型
718,Grandmaster,1,oce,2020/11/9 19:40,鬥士全能型,鬥士續戰型,輔助保牌型,法師爆發型,輔助開戰型,鬥士全能型,法師爆發型,刺客,射手增益型,輔助開戰型
718,Grandmaster,1,oce,2020/11/9 18:50,坦克阻擋型,法師控制型,鬥士全能型,射手技能型,輔助開戰型,鬥士全能型,刺客,刺客,射手技能型,坦克開戰型
718,Grandmaster,1,oce,2020/11/9 18:10,射手技能型,坦克開戰型,法師坦克型,射手技能型,坦克開戰型,鬥士續戰型,鬥士爆發型,法師控制型,射手技能型,輔助保牌型
718,Grandmaster,1,oce,2020/11/9 17:19,鬥士全能型,射手增益型,法師控制型,射手技能型,坦克開戰型,鬥士爆發型,鬥士續戰型,法師坦克型,射手技能型,輔助開戰型
718,Grandmaster,1,oce,2020/11/9 16:35,鬥士續戰型,坦克開戰型,法師坦克型,射手技能型,坦克開戰型,坦克阻擋型,坦克開戰型,法師控制型,射手技能型,輔助保牌型
665,Challenger,1,oce,2020/11/26 21:09,鬥士爆發型,射手技能型,刺客,射手技能型,輔助保牌型,法師爆發型,刺客,鬥士爆發型,射手增益型,輔助保牌型
665,Challenger,1,oce,2020/11/26 15:42,刺客,刺客,法師拉打型,射手技能型,輔助開戰型,鬥士爆發型,鬥士續戰型,法師坦克型,射手強化型,輔助開戰型
665,Challenger,1,oce,2020/11/26 14:39,坦克阻擋型,鬥士續戰型,刺客,射手技能型,輔助保牌型,射手技能型,刺客,法師坦克型,射手增益型,輔助保牌型
665,Challenger,1,oce,2020/11/5 17:06,鬥士爆發型,射手增益型,法師拉打型,射手技能型,輔助保牌型,刺客,鬥士爆發型,射手技能型,法師坦克型,鬥士爆發型
665,Challenger,1,oce,2020/11/5 13:55,鬥士續戰型,刺客,法師坦克型,射手強化型,法師爆發型,鬥士爆發型,坦克開戰型,法師站樁型,射手強化型,輔助保牌型
665,Challenger,1,oce,2020/11/5 13:26,鬥士全能型,射手技能型,鬥士全能型,法師坦克型,法師爆發型,坦克開戰型,射手增益型,法師控制型,射手技能型,輔助保牌型
665,Challenger,1,oce,2020/11/4 19:30,鬥士全能型,射手技能型,法師爆發型,射手技能型,鬥士爆發型,射手技能型,坦克開戰型,法師爆發型,射手技能型,輔助開戰型
665,Challenger,1,oce,2020/11/4 18:55,刺客,刺客,刺客,射手強化型,輔助保牌型,鬥士全能型,鬥士續戰型,刺客,射手強化型,法師爆發型
730,Challenger,1,www,2020/12/7 02:30,鬥士全能型,法師控制型,射手技能型,射手技能型,輔助開戰型,鬥士全能型,鬥士續戰型,法師坦克型,射手技能型,鬥士爆發型
730,Challenger,1,www,2020/12/7 01:46,鬥士全能型,射手增益型,輔助保牌型,射手技能型,輔助開戰型,鬥士全能型,射手技能型,法師爆發型,射手技能型,輔助開戰型
730,Challenger,1,www,2020/12/7 00:21,鬥士爆發型,射手技能型,法師控制型,射手技能型,輔助開戰型,法師拉打型,法師控制型,射手強化型,射手技能型,輔助開戰型
730,Challenger,1,www,2020/12/6 20:12,坦克開戰型,射手技能型,刺客,射手技能型,輔助開戰型,鬥士全能型,坦克開戰型,法師坦克型,射手技能型,輔助保牌型
730,Challenger,1,www,2020/12/6 19:40,刺客,鬥士續戰型,法師站樁型,射手技能型,輔助開戰型,法師坦克型,鬥士續戰型,法師控制型,射手技能型,射手技能型
730,Challenger,1,www,2020/12/6 05:40,坦克開戰型,射手增益型,法師坦克型,射手技能型,輔助開戰型,鬥士全能型,鬥士續戰型,法師坦克型,射手技能型,刺客
730,Challenger,1,www,2020/12/5 18:34,鬥士全能型,鬥士續戰型,刺客,射手技能型,輔助開戰型,鬥士爆發型,鬥士續戰型,法師站樁型,射手技能型,鬥士爆發型
730,Challenger,1,www,2020/12/5 17:16,法師坦克型,刺客,法師站樁型,射手強化型,輔助開戰型,射手技能型,射手技能型,刺客,射手技能型,鬥士爆發型
730,Challenger,1,www,2020/12/5 16:27,鬥士全能型,鬥士續戰型,法師站樁型,射手技能型,輔助開戰型,鬥士全能型,鬥士續戰型,刺客,射手技能型,鬥士爆發型
730,Challenger,1,www,2020/12/5 04:35,鬥士全能型,鬥士續戰型,鬥士全能型,射手技能型,輔助保牌型,刺客,刺客,法師拉打型,射手技能型,法師爆發型
730,Challenger,1,www,2020/12/5 03:33,鬥士爆發型,法師控制型,鬥士爆發型,射手技能型,輔助開戰型,刺客,鬥士續戰型,法師坦克型,射手技能型,坦克開戰型
730,Challenger,1,www,2020/12/5 02:39,鬥士全能型,射手增益型,法師坦克型,射手技能型,射手技能型,鬥士爆發型,射手技能型,法師爆發型,射手技能型,刺客
730,Challenger,1,www,2020/12/5 00:40,鬥士爆發型,射手技能型,法師爆發型,射手技能型,坦克開戰型,法師拉打型,鬥士續戰型,刺客,射手技能型,坦克開戰型
730,Challenger,1,www,2020/12/4 15:17,法師坦克型,刺客,射手技能型,射手技能型,輔助保牌型,鬥士全能型,刺客,法師拉打型,射手技能型,坦克開戰型
730,Challenger,1,www,2020/12/4 14:10,坦克阻擋型,鬥士續戰型,法師控制型,射手技能型,輔助保牌型,鬥士全能型,鬥士續戰型,刺客,射手技能型,刺客
730,Challenger,1,www,2020/12/4 04:02,鬥士爆發型,鬥士續戰型,刺客,射手強化型,輔助保牌型,坦克開戰型,鬥士爆發型,法師站樁型,射手技能型,輔助開戰型
730,Challenger,1,www,2020/12/4 02:54,刺客,坦克阻擋型,刺客,射手技能型,坦克開戰型,鬥士續戰型,刺客,法師站樁型,射手技能型,輔助開戰型
730,Challenger,1,www,2020/12/4 02:07,鬥士全能型,鬥士爆發型,法師爆發型,射手強化型,輔助開戰型,刺客,刺客,射手技能型,射手技能型,輔助保牌型
730,Challenger,1,www,2020/12/3 16:09,鬥士爆發型,坦克開戰型,法師控制型,射手技能型,坦克開戰型,鬥士全能型,刺客,刺客,射手技能型,輔助開戰型
755,Challenger,1,las,2020/11/13 09:53,鬥士全能型,法師爆發型,法師拉打型,射手強化型,輔助開戰型,鬥士爆發型,鬥士續戰型,法師坦克型,射手技能型,坦克開戰型
755,Challenger,1,las,2020/11/12 10:09,鬥士續戰型,刺客,法師坦克型,射手技能型,刺客,刺客,法師站樁型,刺客,射手技能型,法師爆發型
755,Challenger,1,las,2020/11/11 11:03,鬥士爆發型,坦克開戰型,刺客,射手增益型,刺客,法師坦克型,刺客,刺客,射手技能型,輔助保牌型
755,Challenger,1,las,2020/11/10 10:27,射手技能型,坦克開戰型,刺客,射手技能型,法師爆發型,鬥士全能型,刺客,法師拉打型,射手技能型,輔助保牌型
755,Challenger,1,las,2020/11/9 10:03,鬥士爆發型,鬥士全能型,法師控制型,射手技能型,輔助保牌型,鬥士全能型,刺客,鬥士全能型,射手技能型,輔助保牌型
755,Challenger,1,las,2020/11/8 10:20,鬥士全能型,刺客,刺客,射手技能型,法師爆發型,鬥士續戰型,刺客,射手技能型,射手技能型,輔助保牌型
755,Challenger,1,las,2020/11/7 09:29,鬥士續戰型,鬥士續戰型,刺客,射手技能型,輔助開戰型,鬥士爆發型,法師控制型,法師控制型,射手技能型,鬥士爆發型
770,Challenger,1,las,2020/12/1 00:44,法師爆發型,鬥士爆發型,射手技能型,射手技能型,輔助開戰型,鬥士爆發型,刺客,刺客,射手技能型,坦克開戰型
770,Challenger,1,las,2020/11/30 00:24,法師拉打型,刺客,鬥士全能型,射手增益型,輔助保牌型,鬥士爆發型,射手技能型,刺客,射手技能型,法師爆發型
770,Challenger,1,las,2020/11/29 23:39,坦克阻擋型,刺客,刺客,射手技能型,輔助保牌型,法師拉打型,刺客,鬥士全能型,射手技能型,輔助保牌型
770,Challenger,1,las,2020/11/29 01:23,法師坦克型,坦克開戰型,鬥士全能型,射手技能型,輔助開戰型,鬥士全能型,鬥士續戰型,刺客,射手強化型,輔助保牌型
770,Challenger,1,las,2020/11/28 06:39,鬥士續戰型,坦克開戰型,法師爆發型,射手技能型,坦克開戰型,法師坦克型,鬥士續戰型,法師拉打型,射手強化型,輔助開戰型
770,Challenger,1,las,2020/11/28 01:03,刺客,坦克開戰型,法師坦克型,射手強化型,輔助開戰型,鬥士全能型,射手增益型,刺客,射手增益型,輔助開戰型
770,Challenger,1,las,2020/11/22 05:59,法師坦克型,坦克開戰型,鬥士全能型,射手技能型,輔助保牌型,鬥士全能型,法師爆發型,鬥士全能型,射手技能型,法師爆發型
773,Challenger,1,na,2020/11/11 07:25,鬥士續戰型,法師控制型,射手技能型,射手技能型,坦克開戰型,法師拉打型,法師站樁型,刺客,射手技能型,法師坦克型
773,Challenger,1,na,2020/11/9 10:13,鬥士爆發型,法師爆發型,鬥士全能型,射手技能型,輔助開戰型,鬥士全能型,輔助保牌型,法師坦克型,射手技能型,輔助開戰型
777,Challenger,1,las,2020/11/4 13:05,鬥士爆發型,法師控制型,鬥士全能型,射手增益型,法師爆發型,鬥士全能型,刺客,鬥士全能型,法師站樁型,刺客
777,Challenger,1,las,2020/11/3 04:01,鬥士全能型,刺客,刺客,射手技能型,輔助保牌型,射手技能型,射手增益型,刺客,鬥士續戰型,輔助開戰型
777,Challenger,1,las,2020/11/1 06:34,坦克開戰型,射手技能型,鬥士全能型,射手技能型,輔助保牌型,鬥士全能型,鬥士續戰型,刺客,射手技能型,法師爆發型
777,Challenger,1,las,2020/10/31 05:52,鬥士全能型,鬥士爆發型,法師爆發型,射手技能型,輔助保牌型,鬥士全能型,法師爆發型,法師爆發型,射手技能型,鬥士爆發型
777,Challenger,1,las,2020/10/30 08:02,坦克開戰型,坦克開戰型,鬥士全能型,射手技能型,法師爆發型,鬥士全能型,鬥士續戰型,鬥士全能型,射手技能型,輔助保牌型
777,Challenger,1,las,2020/10/29 07:22,法師坦克型,鬥士爆發型,刺客,射手技能型,輔助保牌型,鬥士全能型,刺客,鬥士爆發型,射手強化型,輔助保牌型
777,Challenger,1,las,2020/10/28 05:58,鬥士全能型,坦克開戰型,刺客,射手技能型,鬥士爆發型,鬥士續戰型,法師爆發型,法師坦克型,射手技能型,輔助保牌型
799,Challenger,1,euw,2020/11/21 05:08,坦克阻擋型,法師控制型,法師控制型,射手技能型,輔助開戰型,鬥士爆發型,坦克開戰型,法師控制型,射手技能型,坦克開戰型
799,Challenger,1,euw,2020/11/21 04:31,法師站樁型,鬥士全能型,刺客,射手技能型,輔助保牌型,鬥士爆發型,法師爆發型,鬥士全能型,法師控制型,輔助保牌型
799,Challenger,1,euw,2020/11/21 03:29,輔助保牌型,射手技能型,刺客,坦克阻擋型,法師爆發型,鬥士全能型,坦克開戰型,法師坦克型,射手技能型,輔助開戰型
799,Challenger,1,euw,2020/11/20 23:39,鬥士全能型,坦克開戰型,刺客,法師爆發型,鬥士爆發型,鬥士爆發型,鬥士爆發型,法師坦克型,法師爆發型,射手增益型
799,Challenger,1,euw,2020/11/20 02:16,法師坦克型,刺客,刺客,射手技能型,輔助開戰型,鬥士爆發型,刺客,刺客,射手技能型,輔助保牌型
799,Challenger,1,euw,2020/11/19 22:13,鬥士全能型,射手技能型,法師控制型,射手技能型,鬥士爆發型,坦克阻擋型,射手增益型,法師控制型,射手技能型,輔助開戰型
801,Challenger,1,las,2020/11/9 09:56,鬥士爆發型,法師控制型,坦克開戰型,射手強化型,輔助開戰型,鬥士全能型,法師站樁型,法師坦克型,射手技能型,輔助保牌型
801,Challenger,1,las,2020/11/9 08:45,鬥士全能型,射手技能型,法師坦克型,射手技能型,輔助保牌型,鬥士全能型,法師控制型,刺客,射手技能型,輔助保牌型
801,Challenger,1,las,2020/11/9 08:12,鬥士全能型,法師控制型,鬥士全能型,射手技能型,輔助保牌型,坦克阻擋型,射手技能型,刺客,射手技能型,法師爆發型
801,Challenger,1,las,2020/11/9 07:38,鬥士全能型,刺客,法師控制型,射手技能型,輔助保牌型,鬥士全能型,坦克開戰型,法師坦克型,刺客,刺客
801,Challenger,1,las,2020/11/9 07:00,鬥士爆發型,刺客,法師爆發型,射手技能型,輔助保牌型,鬥士全能型,法師控制型,刺客,射手技能型,輔助保牌型
804,Grandmaster,1,oce,2020/11/4 13:37,坦克開戰型,鬥士續戰型,法師坦克型,刺客,輔助保牌型,鬥士全能型,鬥士續戰型,刺客,射手強化型,輔助開戰型
804,Grandmaster,1,oce,2020/11/2 18:22,鬥士續戰型,射手技能型,法師站樁型,射手技能型,法師控制型,法師坦克型,鬥士續戰型,射手技能型,射手技能型,法師爆發型
804,Grandmaster,1,oce,2020/11/2 17:45,法師坦克型,刺客,刺客,射手強化型,法師爆發型,輔助保牌型,射手技能型,射手技能型,法師爆發型,輔助開戰型
804,Grandmaster,1,oce,2020/11/1 23:06,鬥士爆發型,法師控制型,法師坦克型,射手技能型,輔助開戰型,坦克阻擋型,坦克開戰型,刺客,射手技能型,刺客
804,Grandmaster,1,oce,2020/11/1 21:33,坦克開戰型,坦克開戰型,法師控制型,射手技能型,輔助保牌型,坦克開戰型,刺客,刺客,射手技能型,輔助保牌型
804,Grandmaster,1,oce,2020/11/1 19:41,坦克開戰型,刺客,法師控制型,射手強化型,法師爆發型,鬥士爆發型,刺客,刺客,射手技能型,輔助開戰型
804,Grandmaster,1,oce,2020/11/1 14:40,坦克阻擋型,坦克開戰型,鬥士全能型,射手技能型,輔助開戰型,法師爆發型,鬥士爆發型,刺客,射手技能型,輔助保牌型
804,Grandmaster,1,oce,2020/11/1 13:43,坦克阻擋型,坦克開戰型,法師控制型,射手技能型,法師爆發型,鬥士全能型,坦克開戰型,法師站樁型,射手強化型,輔助開戰型
804,Grandmaster,1,oce,2020/11/1 13:04,坦克阻擋型,鬥士續戰型,法師拉打型,射手強化型,輔助開戰型,鬥士全能型,坦克開戰型,刺客,射手增益型,鬥士爆發型
804,Grandmaster,1,oce,2020/10/31 16:02,鬥士爆發型,鬥士爆發型,鬥士全能型,射手技能型,輔助開戰型,鬥士全能型,刺客,法師拉打型,射手強化型,輔助開戰型
811,Challenger,1,lan,2020/11/1 08:28,法師坦克型,鬥士續戰型,鬥士續戰型,法師站樁型,輔助保牌型,法師爆發型,鬥士爆發型,射手技能型,射手技能型,輔助開戰型
811,Challenger,1,lan,2020/11/1 07:35,鬥士全能型,射手技能型,法師坦克型,射手技能型,輔助保牌型,鬥士爆發型,坦克開戰型,法師控制型,射手技能型,輔助開戰型
831,Challenger,1,eune,2020/11/7 05:46,法師拉打型,鬥士續戰型,鬥士全能型,射手技能型,輔助開戰型,鬥士全能型,法師爆發型,刺客,射手強化型,輔助保牌型
831,Challenger,1,eune,2020/10/31 04:23,鬥士全能型,鬥士續戰型,法師拉打型,射手技能型,鬥士爆發型,坦克開戰型,法師爆發型,坦克開戰型,射手技能型,輔助保牌型
831,Challenger,1,eune,2020/10/31 03:42,坦克阻擋型,鬥士爆發型,法師控制型,射手技能型,輔助開戰型,法師坦克型,射手技能型,法師爆發型,射手技能型,刺客
831,Challenger,1,eune,2020/10/30 10:17,鬥士全能型,法師爆發型,刺客,射手技能型,法師坦克型,射手技能型,刺客,鬥士全能型,射手強化型,刺客
831,Challenger,1,eune,2020/10/30 09:35,法師坦克型,刺客,法師控制型,射手技能型,輔助開戰型,鬥士全能型,射手技能型,法師爆發型,射手技能型,刺客
831,Challenger,1,eune,2020/10/30 08:45,法師拉打型,鬥士續戰型,刺客,射手強化型,輔助開戰型,鬥士爆發型,射手技能型,刺客,射手技能型,輔助保牌型
831,Challenger,1,eune,2020/10/30 07:31,射手技能型,刺客,法師拉打型,射手技能型,輔助開戰型,刺客,法師爆發型,射手強化型,射手技能型,輔助保牌型
831,Challenger,1,eune,2020/10/30 06:48,刺客,刺客,法師坦克型,射手強化型,輔助保牌型,法師拉打型,刺客,刺客,射手技能型,輔助保牌型
831,Challenger,1,eune,2020/10/30 05:29,法師拉打型,坦克開戰型,刺客,射手技能型,輔助保牌型,法師坦克型,法師控制型,坦克開戰型,刺客,射手技能型
851,Challenger,1,www,2020/12/1 18:26,鬥士續戰型,射手技能型,法師控制型,射手技能型,輔助開戰型,射手技能型,法師控制型,法師坦克型,射手技能型,輔助開戰型
851,Challenger,1,www,2020/11/25 19:35,鬥士爆發型,射手技能型,刺客,射手技能型,法師坦克型,鬥士全能型,鬥士續戰型,法師坦克型,射手技能型,輔助開戰型
851,Challenger,1,www,2020/11/10 19:57,法師坦克型,法師控制型,刺客,射手技能型,輔助開戰型,鬥士全能型,鬥士續戰型,法師爆發型,射手技能型,輔助開戰型
884,Grandmaster,1,jp,2020/12/3 14:56,坦克開戰型,鬥士續戰型,法師坦克型,射手技能型,輔助開戰型,鬥士全能型,刺客,射手技能型,射手技能型,輔助保牌型
884,Grandmaster,1,jp,2020/12/3 13:34,鬥士爆發型,射手技能型,法師站樁型,射手技能型,輔助保牌型,鬥士全能型,坦克開戰型,法師控制型,射手強化型,刺客
884,Challenger,1,las,2020/11/24 11:43,法師坦克型,刺客,刺客,射手強化型,輔助開戰型,坦克阻擋型,刺客,刺客,射手技能型,鬥士爆發型
884,Challenger,1,las,2020/11/23 06:18,法師坦克型,刺客,刺客,射手技能型,法師爆發型,鬥士全能型,坦克開戰型,鬥士全能型,射手技能型,輔助保牌型
884,Challenger,1,las,2020/11/21 11:27,法師坦克型,鬥士續戰型,鬥士全能型,射手技能型,輔助開戰型,坦克開戰型,刺客,法師站樁型,射手增益型,輔助保牌型
884,Challenger,1,las,2020/11/21 04:00,刺客,射手技能型,法師爆發型,射手技能型,輔助開戰型,法師坦克型,刺客,鬥士全能型,射手增益型,輔助開戰型
884,Challenger,1,las,2020/11/18 04:41,法師坦克型,刺客,刺客,射手增益型,射手強化型,鬥士全能型,輔助保牌型,刺客,射手強化型,射手技能型
884,Challenger,1,las,2020/11/17 03:54,鬥士全能型,鬥士續戰型,法師坦克型,射手增益型,射手技能型,法師控制型,坦克開戰型,坦克開戰型,射手增益型,輔助開戰型
884,Challenger,1,las,2020/11/15 09:30,刺客,法師控制型,法師坦克型,射手技能型,輔助開戰型,法師拉打型,刺客,法師控制型,射手強化型,輔助保牌型
884,Challenger,1,las,2020/11/13 10:08,法師爆發型,射手技能型,刺客,射手技能型,輔助保牌型,鬥士全能型,鬥士爆發型,法師站樁型,射手技能型,刺客
884,Grandmaster,1,jp,2020/11/9 15:19,坦克開戰型,坦克阻擋型,刺客,射手技能型,輔助保牌型,坦克開戰型,射手技能型,刺客,射手技能型,法師爆發型
884,Grandmaster,1,jp,2020/11/9 14:39,坦克開戰型,坦克阻擋型,刺客,射手技能型,輔助開戰型,坦克開戰型,刺客,刺客,射手技能型,輔助保牌型
884,Grandmaster,1,jp,2020/11/9 13:42,坦克開戰型,坦克阻擋型,刺客,射手技能型,輔助開戰型,坦克開戰型,法師控制型,刺客,射手強化型,輔助保牌型
884,Grandmaster,1,jp,2020/11/9 13:00,鬥士全能型,法師爆發型,法師坦克型,射手技能型,輔助保牌型,刺客,刺客,鬥士續戰型,射手技能型,法師站樁型
884,Grandmaster,1,jp,2020/11/9 02:20,坦克開戰型,鬥士爆發型,法師控制型,射手技能型,輔助保牌型,鬥士全能型,鬥士續戰型,刺客,射手技能型,輔助保牌型
884,Grandmaster,1,jp,2020/11/9 01:28,鬥士全能型,射手技能型,法師爆發型,射手強化型,輔助開戰型,鬥士爆發型,鬥士爆發型,法師坦克型,射手技能型,輔助保牌型
884,Grandmaster,1,jp,2020/11/8 18:09,鬥士續戰型,刺客,刺客,法師站樁型,輔助保牌型,鬥士爆發型,鬥士續戰型,刺客,射手技能型,輔助保牌型
886,Challenger,1,tr,2020/11/7 05:58,鬥士全能型,刺客,法師坦克型,射手強化型,輔助保牌型,鬥士續戰型,刺客,法師控制型,射手增益型,輔助保牌型
849,Challenger,1,tr,2020/11/13 04:41,坦克開戰型,刺客,法師坦克型,射手技能型,法師爆發型,坦克開戰型,法師站樁型,刺客,射手技能型,法師爆發型
849,Challenger,1,tr,2020/11/12 12:12,坦克開戰型,刺客,法師爆發型,射手技能型,輔助保牌型,坦克開戰型,刺客,鬥士全能型,射手增益型,坦克開戰型
913,Challenger,1,www,2020/12/6 00:34,刺客,鬥士續戰型,坦克開戰型,射手技能型,射手技能型,鬥士爆發型,射手技能型,法師坦克型,射手強化型,輔助保牌型
913,Challenger,1,www,2020/12/5 23:57,法師控制型,鬥士續戰型,刺客,射手技能型,輔助保牌型,鬥士全能型,法師爆發型,法師站樁型,射手強化型,輔助保牌型
913,Challenger,1,br,2020/12/5 16:43,鬥士全能型,鬥士續戰型,刺客,射手技能型,輔助開戰型,鬥士爆發型,射手技能型,射手技能型,射手技能型,法師爆發型
913,Challenger,1,www,2020/12/4 00:21,鬥士續戰型,法師控制型,鬥士全能型,射手技能型,輔助保牌型,刺客,刺客,法師爆發型,射手技能型,輔助開戰型
913,Challenger,1,www,2020/12/3 23:43,鬥士爆發型,刺客,法師控制型,射手技能型,輔助開戰型,坦克阻擋型,鬥士續戰型,刺客,射手技能型,輔助開戰型
913,Challenger,1,www,2020/12/2 01:34,鬥士爆發型,法師控制型,刺客,射手技能型,輔助開戰型,鬥士全能型,射手增益型,刺客,射手技能型,輔助保牌型
913,Challenger,1,www,2020/12/2 00:55,鬥士全能型,刺客,刺客,射手技能型,輔助保牌型,鬥士爆發型,射手增益型,法師坦克型,射手技能型,鬥士爆發型
913,Challenger,1,www,2020/12/2 00:15,法師拉打型,射手技能型,刺客,射手技能型,輔助開戰型,坦克阻擋型,射手增益型,刺客,射手技能型,坦克開戰型
913,Challenger,1,br,2020/11/28 10:47,鬥士全能型,坦克開戰型,射手技能型,射手技能型,鬥士爆發型,鬥士全能型,刺客,刺客,射手技能型,輔助保牌型
913,Challenger,1,br,2020/11/28 10:18,鬥士全能型,坦克開戰型,法師坦克型,輔助保牌型,刺客,射手技能型,刺客,鬥士全能型,射手技能型,輔助開戰型
913,Challenger,1,www,2020/11/26 17:31,坦克阻擋型,鬥士續戰型,法師坦克型,射手強化型,輔助開戰型,坦克開戰型,鬥士續戰型,法師控制型,射手技能型,輔助開戰型
913,Challenger,1,br,2020/11/25 21:27,刺客,鬥士續戰型,鬥士爆發型,射手增益型,輔助開戰型,鬥士爆發型,刺客,法師坦克型,射手技能型,輔助保牌型
913,Challenger,1,br,2020/11/25 18:48,鬥士全能型,鬥士爆發型,刺客,射手技能型,法師站樁型,刺客,射手技能型,法師爆發型,射手技能型,鬥士爆發型
913,Challenger,1,br,2020/11/22 06:46,刺客,鬥士續戰型,鬥士全能型,射手技能型,輔助開戰型,鬥士爆發型,刺客,刺客,射手強化型,輔助開戰型
913,Challenger,1,br,2020/11/22 06:09,鬥士全能型,坦克阻擋型,刺客,射手技能型,輔助保牌型,鬥士全能型,法師控制型,刺客,射手技能型,輔助保牌型
913,Challenger,1,br,2020/11/22 05:30,鬥士全能型,鬥士爆發型,鬥士全能型,射手強化型,射手強化型,鬥士續戰型,射手增益型,鬥士全能型,射手技能型,法師爆發型
913,Challenger,1,br,2020/11/22 04:22,鬥士全能型,刺客,刺客,法師爆發型,射手技能型,鬥士全能型,鬥士續戰型,射手技能型,射手強化型,法師控制型
913,Challenger,1,br,2020/11/22 03:46,鬥士全能型,坦克開戰型,法師站樁型,射手強化型,輔助保牌型,鬥士爆發型,坦克開戰型,刺客,射手技能型,法師爆發型
